IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
104.129.167.255,74.249.78.162,2053,23.29,US,IAD,24.04,51.26
159.89.91.17,159.89.91.17,443,23.02,US,EWR,16.82,19.06
95.181.173.131,2a01:e5c0:9d7a::2,8443,22.54,US,ATL,21.29,35.1
77.110.123.59,77.110.123.59,2053,21.95,US,ATL,21.31,64.11
192.3.30.175,192.3.30.175,8443,21.94,US,BUF,27.48,60.72
23.95.18.184,23.95.18.184,443,21.37,US,SEA,84.43,133.57
154.17.234.35,2605:52c0:1:286:be24:11ff:fe31:bbf6,443,21.21,US,LAX,63.58,72.39
104.129.167.255,74.249.78.162,8443,20.7,US,IAD,17.41,167.98
194.113.37.50,194.113.37.50,2053,20.65,US,MCI,39.06,45.73
194.113.37.50,194.113.37.50,8443,20.29,US,MCI,35.82,51.58
192.3.30.175,192.3.30.175,2053,20.24,US,BUF,28.86,59.39
45.202.113.157,74.249.78.162,443,20.14,US,LIS,105.88,149.44
44.217.235.114,44.217.235.114,8443,19.55,US,IAD,10.87,17.39
64.181.218.67,64.181.218.67,443,19.53,US,ORD,21.5,47.69
45.202.113.157,74.249.78.162,2096,19.38,US,LIS,84.63,160.53
38.180.204.104,38.180.204.104,443,19.27,US,ORD,23.96,100.3
142.252.220.13,2606:2040:140:ea:be24:11ff:fe99:51e3,443,17.53,US,MIA,28.98,48.69
44.217.235.114,44.217.235.114,2053,16.43,US,IAD,11.33,18.35
143.47.96.200,143.47.96.200,443,16.01,US,IAD,7.29,14.72
193.32.177.152,193.32.177.152,443,15.79,US,EWR,21.93,32.61
192.3.209.49,192.3.209.49,443,15.74,US,YYZ,27.29,122.27
193.32.177.101,193.32.177.101,443,15.67,US,EWR,13.25,30.18
52.22.9.40,2600:1f18:ca7:d300:9b07:77cb:1e41:ebcc,443,15.54,US,IAD,6.05,18.02
107.172.190.130,107.172.190.130,2053,15.22,US,BUF,30.42,98.61
172.208.36.45,172.208.36.45,443,14.83,US,IAD,7.02,14.7
107.173.15.138,107.173.15.138,443,14.62,US,DFW,37.59,47.85
107.172.190.130,107.172.190.130,8443,13.48,US,BUF,28.88,95.89
31.57.118.201,31.57.118.201,443,13.19,US,DFW,35.46,54.4
107.172.212.186,107.172.212.186,443,12.87,US,SJC,85.08,102.02
157.245.215.195,157.245.215.195,8443,12.59,US,EWR,16.91,30.88
172.96.188.117,172.96.188.117,443,12.27,US,EWR,13.21,32.7
172.245.185.181,172.245.185.181,2053,12.18,US,DFW,35.48,73.72
185.106.95.125,185.106.95.125,443,12.01,US,DFW,42.25,70.01
104.167.196.91,2606:2040:140:2f::3,8443,11.95,US,MIA,34.44,43.36
23.95.130.10,23.95.130.10,443,11.91,US,BUF,28.18,73.41
163.192.47.170,163.192.47.170,443,11.8,US,SJC,70.53,94.16
109.248.160.84,109.248.160.84,2053,11.65,US,MCI,34.92,50.81
142.171.230.71,142.171.230.71,443,11.53,US,LAX,66.14,88.82
199.119.137.95,199.119.137.95,2053,11.35,US,EWR,12.26,22.52
23.95.215.195,23.95.215.195,443,11.24,US,SJC,74.51,92.54
107.172.190.151,107.172.190.151,443,11.16,US,BUF,32.23,67.68
38.244.204.108,38.244.204.106,443,11.01,US,ORD,23.0,36.57
66.154.124.191,2607:f130:e080:1::74cd:fcfe,443,11.01,US,IAD,6.41,43.29
109.248.160.84,109.248.160.84,8443,11.01,US,MCI,35.68,50.3
38.180.192.104,149.255.36.92,443,11.0,US,LAX,61.81,66.67
23.94.223.150,23.94.223.150,443,10.81,US,SJC,201.46,303.18
149.28.56.202,149.28.56.202,443,10.77,US,EWR,12.8,24.13
172.245.111.196,172.245.111.196,443,10.7,US,YYZ,36.21,92.6
166.1.160.221,166.1.160.221,443,10.57,US,EWR,12.65,24.99
198.199.86.20,198.199.86.20,443,10.51,US,EWR,13.03,19.27
198.98.48.10,198.98.48.10,443,10.49,US,EWR,17.13,24.77
45.58.43.34,45.58.43.34,443,10.4,US,SJC,71.33,90.78
172.235.51.42,2a01:7e03::2000:a7ff:fe4b:51bc,443,10.14,US,LAX,60.16,73.83
159.60.146.81,159.60.176.22,443,10.09,US,IAD,6.96,22.23
192.193.104.25,192.193.104.22,443,10.0,US,DFW,42.58,66.33
74.48.195.69,2607:f130:0:193:216:3cff:fe56:215,8443,10.0,US,LAX,70.41,91.38
163.192.47.40,163.192.47.40,443,9.89,US,SJC,73.83,98.89
192.3.134.177,192.3.134.177,443,9.82,US,SJC,88.26,134.41
104.238.129.180,104.238.129.180,443,9.82,US,EWR,16.18,42.55
23.27.245.194,2400:8d60:2::1:aa35:18e5,443,9.82,US,LAX,60.8,80.94
47.88.15.127,47.88.15.127,443,9.67,US,SJC,72.98,144.53
193.233.87.197,2606:2040:1000:7:be24:11ff:fe29:6f3d,443,9.53,US,DFW,33.71,48.59
103.35.188.120,103.35.188.120,8443,9.46,US,EWR,19.68,24.28
51.81.209.21,51.81.209.21,2053,9.34,US,PDX,70.24,77.59
216.128.134.116,216.128.134.116,443,9.21,US,DFW,31.64,46.08
4.155.83.212,4.155.83.212,443,9.19,US,SEA,67.28,83.51
31.56.229.147,31.56.229.147,2053,9.12,US,MCI,69.63,126.73
96.8.121.109,96.8.121.109,443,9.02,US,SEA,71.61,121.02
31.56.229.63,31.56.229.63,8443,8.84,US,MCI,35.24,63.42
5.181.3.43,5.181.3.43,443,8.66,US,ATL,19.43,34.59
31.56.229.63,31.56.229.63,2053,8.63,US,MCI,34.71,55.99
147.45.60.116,147.45.60.116,443,8.53,US,ATL,22.67,28.06
43.169.18.179,43.175.170.56,443,8.46,US,IAD,5.14,9.35
193.233.87.197,2606:2040:1000:7:be24:11ff:fe29:6f3d,8443,8.35,US,DFW,36.58,44.13
216.126.224.117,216.126.224.117,2053,8.31,US,SLC,59.48,72.76
216.126.224.117,216.126.224.117,8443,8.27,US,SLC,61.72,68.59
82.27.93.77,45.144.112.50,8443,8.26,US,EWR,16.05,20.7
192.3.1.218,192.3.1.218,443,8.11,US,YYZ,28.2,86.77
192.227.237.81,192.227.237.81,443,7.97,US,LAX,69.59,84.22
38.107.232.53,2606:2040:1800:4b::2,8443,7.82,US,DFW,34.58,53.04
23.94.43.51,23.94.43.51,443,7.82,US,SEA,71.08,99.39
216.180.125.171,216.180.125.171,443,7.78,US,DFW,43.44,57.4
23.95.189.91,23.95.189.91,443,7.57,US,YYZ,37.07,92.67
134.209.166.117,2604:a880:800:10::e24:c001,443,7.5,US,EWR,16.02,37.08
107.174.204.129,107.174.204.129,443,7.39,US,ATL,17.97,25.48
129.146.196.8,129.146.196.8,443,7.34,US,LAX,59.8,86.41
64.44.167.38,2602:ffc8:5:a0ab::24d3,8443,7.34,US,MIA,32.22,106.68
107.175.245.116,107.175.245.116,2053,7.18,US,IAD,6.71,24.66
109.248.160.185,109.248.160.185,2053,7.08,US,MCI,36.37,73.07
104.131.81.68,104.131.81.68,443,7.06,US,EWR,18.18,22.56
31.58.50.110,31.58.50.110,2053,6.95,US,LAX,72.31,105.19
86.104.72.16,86.104.72.16,443,6.93,US,EWR,11.62,22.68
155.94.173.121,155.94.173.121,443,6.85,US,DFW,36.54,48.64
129.159.84.71,129.159.84.71,443,6.82,US,IAD,7.27,13.39
109.248.160.72,109.248.160.72,8443,6.77,US,MCI,35.56,53.69
38.132.122.241,38.132.122.241,443,6.74,US,EWR,14.22,324.56
35.197.23.75,35.212.202.96,443,6.72,US,SEA,69.2,94.14
5.10.215.26,74.249.78.162,2096,6.72,US,IAD,6.42,11.08
104.167.196.91,104.167.196.91,2053,6.68,US,MIA,32.93,38.4
31.56.229.147,31.56.229.147,8443,6.68,US,MCI,48.96,118.63
38.60.91.95,38.60.91.95,443,6.68,US,LAX,59.53,70.87
64.181.255.215,64.181.255.215,443,6.63,US,SJC,70.56,73.32
74.48.7.55,2607:f130:0:14f::69a:6c9f,443,6.59,US,LAX,67.29,79.51
109.248.160.72,109.248.160.72,2053,6.51,US,MCI,35.09,56.62
192.210.217.68,192.210.217.68,2087,6.47,US,LAX,67.63,110.87
185.197.30.6,185.197.30.6,443,6.43,US,LAX,94.42,170.17
185.92.180.176,185.92.180.176,2053,6.39,US,MCI,34.3,50.64
198.204.227.171,198.204.227.171,2053,6.32,US,MCI,35.06,58.91
23.94.93.92,23.94.93.92,2096,6.31,US,ATL,17.17,50.4
107.175.245.116,107.175.245.116,8443,6.26,US,IAD,6.25,26.81
129.159.119.161,2603:c020:4013:7a7e:fdcd:bcf2:ae6a:3a94,443,6.21,US,IAD,9.25,27.48
46.17.107.183,46.17.107.183,443,6.16,US,EWR,11.79,154.43
192.9.157.76,192.9.157.76,443,6.15,US,SJC,69.2,85.73
23.94.208.112,23.94.208.112,443,6.09,US,SJC,70.21,92.86
23.94.93.92,23.94.93.92,2053,6.07,US,ATL,17.6,55.49
5.78.92.27,5.78.92.27,8443,6.0,US,PDX,84.4,104.91
45.202.113.157,74.249.78.162,2083,5.92,US,LIS,105.58,119.42
142.171.118.101,142.171.118.101,443,5.87,US,LAX,70.65,74.13
166.1.60.121,166.1.60.121,443,5.85,US,EWR,14.25,24.38
107.174.127.156,107.174.127.156,443,5.74,US,SJC,71.43,83.97
150.136.219.11,150.136.219.11,443,5.73,US,IAD,5.8,17.15
94.183.232.234,94.183.232.234,2053,5.66,US,MCI,34.26,54.77
5.180.24.182,5.180.24.182,443,5.65,US,EWR,14.83,32.06
217.60.7.121,217.60.7.121,8443,5.65,US,MCI,40.32,44.05
185.45.195.145,185.45.195.145,443,5.64,US,LAX,129.04,230.06
77.110.125.250,77.110.125.250,8443,5.61,US,ATL,18.74,43.13
104.254.211.59,2620:b9:e000:101:943d:faff:fe00:1e95,8443,5.61,US,SEA,71.39,79.35
64.176.210.144,64.176.210.144,2083,5.61,US,EWR,11.61,29.48
45.202.113.157,74.249.78.162,2087,5.6,US,LIS,102.21,141.2
64.181.247.243,64.181.247.243,443,5.58,US,SJC,82.55,81.33
104.129.59.249,104.129.59.249,443,5.58,US,LAX,63.95,77.86
45.135.229.93,45.135.229.93,2053,5.57,US,IAD,6.34,40.5
107.174.242.250,107.174.242.250,443,5.56,US,SEA,75.24,96.26
199.195.250.187,199.195.250.187,443,5.52,US,EWR,40.19,31.13
107.174.183.178,107.174.183.178,2087,5.52,US,LAX,68.98,93.83
15.204.173.154,2604:2dc0:101:200::301f,8443,5.5,US,IAD,6.88,25.94
192.227.167.44,192.227.167.44,443,5.5,US,SJC,68.11,161.91
185.92.180.176,185.92.180.176,8443,5.48,US,MCI,35.19,50.19
38.180.4.152,38.180.4.152,443,5.34,US,LAX,56.53,75.54
108.61.214.249,2001:19f0:6001:2c14:5400:5ff:fef8:4148,443,5.31,US,LAX,66.38,127.71
107.172.82.90,2a09:bac1:7680:28::4d0:30,443,5.24,US,SJC,74.29,92.35
45.15.124.172,2607:f358:1a:e::2b53:c213,8443,5.24,US,SJC,69.94,94.58
147.182.229.237,147.182.229.237,443,5.22,US,SJC,69.64,78.13
77.110.125.250,77.110.125.250,2053,5.2,US,ATL,21.05,45.23
172.245.54.238,172.245.54.238,443,5.19,US,SJC,71.16,103.86
66.135.5.63,66.135.5.63,443,5.17,US,EWR,18.89,66.71
192.227.178.102,192.227.178.102,2053,5.16,US,BUF,28.38,79.98
38.180.138.2,38.180.138.2,443,5.09,US,EWR,12.18,44.35
172.245.148.211,172.245.148.211,443,5.08,US,SEA,70.11,115.73
91.124.127.17,74.249.78.162,443,5.06,US,LIS,84.71,90.64
192.227.178.102,192.227.178.102,8443,5.03,US,BUF,27.95,82.54
107.173.15.46,107.173.15.46,443,5.0,US,DFW,38.82,85.89
163.192.44.187,163.192.44.187,443,4.98,US,SJC,63.23,71.12
129.158.198.241,129.158.198.241,2053,4.97,US,IAD,7.95,14.04
192.18.136.255,2603:c024:c00e:6588:2813:e25c:5935:82e1,443,4.96,US,SJC,67.35,81.0
149.28.92.156,149.28.92.156,443,4.93,US,LAX,63.31,85.96
45.66.249.22,45.66.249.22,8443,4.91,US,LAX,65.57,88.41
217.60.7.121,217.60.7.121,2053,4.87,US,MCI,38.61,45.08
172.245.246.110,172.245.246.110,443,4.83,US,BUF,27.43,48.58
192.3.155.217,192.3.155.217,443,4.8,US,BUF,29.73,77.89
64.137.9.20,2606:2040:1000:7:be24:11ff:fecb:fa47,443,4.79,US,DFW,33.85,54.36
74.48.134.194,74.48.134.194,443,4.76,US,LAX,69.44,84.85
104.168.102.121,104.168.102.121,2053,4.76,US,SJC,65.12,100.3
148.135.23.145,2607:f130:0:185::cb91:bd8b,443,4.75,US,LAX,69.31,78.82
15.204.173.154,2604:2dc0:101:200::301f,443,4.72,US,IAD,7.45,32.26
109.248.160.185,109.248.160.185,8443,4.71,US,MCI,36.01,78.14
144.172.101.253,2602:fa59:9:135b::1,443,4.64,US,LAS,64.2,78.52
129.146.137.214,2603:c020:14:b39f:73e4:5573:620c:f17c,443,4.6,US,LAX,53.63,83.92
107.172.16.110,107.172.16.110,443,4.59,US,SJC,76.79,85.22
43.162.119.244,43.162.119.244,443,4.57,US,SJC,63.48,73.79
51.81.209.21,51.81.209.21,8443,4.48,US,PDX,71.98,77.13
27.50.49.117,74.249.78.162,8443,4.47,US,IAD,8.04,11.07
92.118.126.170,2a10:1fc0:6::574a:81cf,8443,4.43,US,LAX,65.59,77.43
23.95.215.205,23.95.215.205,2053,4.4,US,SJC,70.95,96.77
107.175.224.82,107.175.224.82,443,4.37,US,LAX,60.98,67.33
45.135.229.93,45.135.229.93,8443,4.37,US,IAD,7.26,38.2
18.216.55.100,18.216.55.100,443,4.33,US,CMH,23.59,29.94
173.44.141.156,173.44.141.156,8443,4.31,US,DFW,35.6,96.88
45.202.113.161,74.249.78.162,2053,4.3,US,LIS,84.27,97.42
149.28.92.56,149.28.92.56,443,4.29,US,LAX,69.48,95.49
97.64.29.138,97.64.29.138,443,4.26,US,LAX,62.13,93.37
74.48.144.23,2607:f130:0:193:216:3cff:feef:9a0c,443,4.23,US,LAX,73.89,80.5
107.173.248.16,107.173.248.16,443,4.22,US,YYZ,28.25,105.09
216.167.68.206,216.167.68.206,443,4.21,US,LAX,59.56,67.29
23.95.215.205,23.95.215.205,2087,4.18,US,SJC,85.24,110.83
129.146.46.164,129.146.46.164,443,4.17,US,LAX,77.11,75.93
93.179.113.25,93.179.113.25,8443,4.12,US,LAX,58.5,94.89
129.159.47.168,129.159.47.168,2053,4.04,US,SJC,75.98,82.45
142.252.220.80,2606:2040:140:ea:be24:11ff:feef:a5f6,8443,4.02,US,MIA,30.11,64.96
192.210.235.107,192.210.235.107,443,4.0,US,ORD,40.16,61.46
139.60.162.211,139.60.162.211,443,3.99,US,EWR,15.43,33.77
45.202.113.161,74.249.78.162,8443,3.98,US,LIS,86.55,91.58
107.174.198.228,107.174.198.228,8443,3.95,US,LAX,68.34,72.74
31.58.50.110,31.58.50.110,8443,3.94,US,LAX,75.42,104.25
172.235.54.221,2a01:7e03::f03c:95ff:feab:ba77,443,3.92,US,LAX,65.38,84.15
107.172.87.42,107.172.87.42,443,3.91,US,SJC,67.12,95.33
34.105.49.234,34.182.50.178,443,3.89,US,SEA,74.29,87.22
5.10.215.26,74.249.78.162,2083,3.87,US,IAD,12.0,21.28
64.181.227.82,64.181.227.82,443,3.85,US,SJC,66.06,70.61
46.17.107.87,2a04:5201:1::cd,443,3.84,US,EWR,11.96,36.98
107.174.92.250,107.174.92.250,443,3.83,US,SJC,65.65,88.61
91.124.127.17,74.249.78.162,2096,3.83,US,LIS,88.58,87.44
64.188.27.145,64.188.27.145,443,3.83,US,SJC,77.44,83.85
107.175.232.157,107.175.232.157,443,3.8,US,LAX,61.14,85.16
45.202.113.161,74.249.78.162,443,3.79,US,LIS,86.86,94.47
77.110.127.36,77.110.127.36,443,3.66,US,ATL,48.21,335.25
216.45.50.20,216.45.50.20,443,3.66,US,LAX,60.82,70.64
45.202.113.161,74.249.78.162,2087,3.65,US,LIS,86.66,93.73
31.59.40.34,31.59.40.34,2053,3.63,US,MCI,36.89,49.03
38.180.203.118,37.1.215.33,443,3.6,US,ORD,22.86,30.36
141.148.158.226,141.148.158.226,2053,3.58,US,LAX,58.72,85.82
45.202.113.161,74.249.78.162,2096,3.56,US,LIS,85.58,91.85
192.227.138.249,192.227.138.249,2053,3.54,US,DFW,33.85,47.0
107.172.137.69,107.172.137.69,8443,3.53,US,BUF,30.68,81.69
185.92.182.212,185.92.182.212,2053,3.52,US,MCI,36.71,47.02
74.48.10.242,2607:f130:0:ed:216:3cff:fe4d:d073,443,3.51,US,LAX,66.71,75.66
91.124.127.17,74.249.78.162,2087,3.5,US,LIS,86.85,103.33
137.184.228.85,137.184.228.85,443,3.5,US,SJC,74.16,85.22
27.50.49.117,74.249.78.162,443,3.49,US,IAD,6.64,11.27
107.173.34.130,107.173.34.130,2053,3.46,US,SJC,75.95,102.33
192.227.231.108,192.227.231.108,443,3.45,US,SEA,75.5,111.75
85.121.240.92,2a0c:9f00:a000:9e01::1,443,3.45,US,DFW,68.38,137.66
75.127.12.19,75.127.12.19,443,3.43,US,SEA,70.63,116.02
38.244.204.106,38.244.204.106,443,3.37,US,ORD,30.77,33.22
91.124.127.17,74.249.78.162,2083,3.37,US,LIS,93.3,90.29
107.174.36.103,107.174.36.103,443,3.37,US,BUF,37.38,48.12
82.27.93.210,143.20.207.114,8443,3.34,US,EWR,12.36,21.68
107.173.34.130,107.173.34.130,8443,3.33,US,SJC,74.8,111.67
148.135.119.123,148.135.119.123,443,3.33,US,LAX,74.57,77.92
27.50.49.117,74.249.78.162,2087,3.32,US,IAD,8.41,13.96
64.186.229.76,2605:52c0:2:396f:be24:11ff:fefe:6488,443,3.28,US,LAX,57.54,64.09
217.60.249.64,217.60.249.64,443,3.28,US,LAX,73.96,102.44
31.57.118.30,31.57.118.30,2053,3.27,US,DFW,35.22,49.09
45.83.140.160,45.83.140.160,443,3.25,US,EWR,11.68,26.91
107.174.42.185,107.174.42.185,443,3.25,US,LAX,61.63,82.73
85.239.236.44,2605:a141:2311:6918::1,443,3.22,US,SEA,69.23,78.62
107.174.252.170,107.174.252.170,2087,3.21,US,SJC,67.72,106.39
96.44.149.15,2607:9d00:2000:60::f32:3721,2053,3.17,US,LAX,72.47,127.72
107.173.254.105,107.173.254.105,443,3.17,US,BUF,27.21,33.57
142.252.220.43,142.252.220.43,443,3.15,US,MIA,28.96,63.22
107.173.155.70,107.173.155.70,2053,3.13,US,SJC,70.26,102.71
91.124.127.17,74.249.78.162,2053,3.13,US,LIS,88.23,92.99
192.9.139.160,192.9.139.160,443,3.1,US,SJC,68.03,75.03
91.124.127.79,74.249.78.162,2096,3.07,US,LIS,84.21,88.55
129.158.198.241,129.158.198.241,8443,3.01,US,IAD,5.65,23.12
43.162.120.155,43.162.120.155,443,2.98,US,SJC,72.41,82.97
107.172.137.69,107.172.137.69,2053,2.94,US,BUF,47.52,64.63
155.117.19.186,155.117.19.186,443,2.93,US,LAX,60.72,102.57
64.186.253.47,2605:52c0:1:13de:acff:12ff:fe95:235f,8443,2.93,US,LAX,58.19,77.38
107.174.3.89,2607:9d00:2000:e2::cdba:168d,443,2.92,US,LAX,64.32,72.19
92.118.126.170,2a10:1fc0:6::574a:81cf,443,2.92,US,LAX,63.95,73.22
91.149.239.198,91.149.239.198,443,2.92,US,LAX,119.24,85.4
165.1.66.231,2a09:bac5:6215:3046::4cf:70,443,2.92,US,SJC,68.69,70.98
31.56.229.26,31.56.229.26,8443,2.88,US,MCI,34.72,72.57
104.168.38.167,104.168.38.167,443,2.87,US,BUF,27.56,54.69
96.8.121.29,96.8.121.29,443,2.87,US,SEA,81.64,106.33
50.228.203.26,50.228.203.26,443,2.86,US,MIA,31.2,35.56
208.167.245.42,208.167.245.42,443,2.82,US,EWR,17.16,19.17
94.183.232.234,94.183.232.234,8443,2.8,US,MCI,34.96,55.08
172.245.156.126,172.245.156.126,2053,2.8,US,BUF,28.33,69.95
66.212.16.200,66.212.16.200,443,2.8,US,LAX,69.94,77.0
91.124.127.79,74.249.78.162,2083,2.79,US,LIS,86.46,89.81
38.165.23.211,2a0e:df80:a:1::19e,443,2.79,US,LAX,63.86,69.05
107.175.50.125,107.175.50.125,443,2.78,US,LAX,79.02,110.31
150.136.254.79,150.136.254.79,443,2.77,US,IAD,5.9,27.53
45.83.140.133,45.83.140.133,2053,2.74,US,EWR,11.1,33.23
5.10.215.26,74.249.78.162,443,2.73,US,IAD,12.32,21.65
107.173.146.206,107.173.146.206,443,2.73,US,SJC,78.52,106.96
91.124.127.79,74.249.78.162,2053,2.71,US,LIS,84.32,87.29
23.94.59.201,23.94.59.201,443,2.71,US,SEA,70.45,106.5
23.227.187.9,2604:4500:9:3d:1c00:e0ff:fe00:67c,443,2.7,US,EWR,13.65,25.24
74.48.89.211,74.48.89.211,443,2.7,US,LAX,66.46,109.55
72.18.132.149,72.18.132.149,2053,2.68,US,DEN,71.58,123.51
91.124.127.17,74.249.78.162,8443,2.67,US,LIS,87.41,97.02
23.95.252.186,23.95.252.186,8443,2.66,US,LAX,64.29,71.32
91.149.239.70,91.149.239.70,443,2.66,US,LAX,64.32,72.08
107.174.253.219,2a09:bac1:7680:28::4d0:49,8443,2.66,US,SJC,70.81,101.7
38.165.21.105,2a0e:df80:a:1::576,443,2.64,US,LAX,60.71,66.75
69.63.211.206,2605:52c0:2:a57:be24:11ff:fed0:1bed,443,2.62,US,LAX,59.7,66.13
185.92.182.212,185.92.182.212,8443,2.59,US,MCI,43.72,79.0
172.245.53.232,172.245.53.232,443,2.59,US,SJC,75.05,96.42
38.244.31.27,38.244.31.27,443,2.54,US,LAX,72.63,80.48
64.181.249.123,64.181.249.123,443,2.52,US,SJC,74.2,78.71
34.58.136.79,34.58.136.79,443,2.48,US,ORD,30.41,54.92
31.58.50.143,31.58.50.143,2053,2.46,US,LAX,69.59,108.95
27.50.49.117,74.249.78.162,2096,2.45,US,IAD,8.59,17.99
144.172.115.141,2602:fa59:9:f08::1,443,2.43,US,LAS,71.64,74.5
139.60.162.153,139.60.162.153,443,2.42,US,EWR,11.92,21.84
91.149.239.64,91.149.239.64,443,2.42,US,LAX,65.32,74.33
144.34.236.214,2607:8700:5500:e24d::2,443,2.36,US,LAX,60.84,74.63
107.172.82.140,107.172.82.140,8443,2.35,US,SJC,66.73,97.4
165.232.148.158,165.232.148.158,443,2.35,US,SJC,66.62,123.8
166.1.60.67,166.1.60.67,443,2.34,US,EWR,13.4,33.82
104.168.24.34,2607:9d00:2000:d7::2f36:48ae,443,2.33,US,LAX,66.39,82.61
178.130.47.113,178.130.47.113,443,2.31,US,PHX,54.26,66.38
45.32.210.244,2001:19f0:5400:102f:5400:5ff:fe76:84bb,443,2.31,US,ATL,10.7,22.15
91.124.127.79,74.249.78.162,443,2.29,US,LIS,84.36,86.95
147.224.58.153,147.224.58.153,443,2.29,US,SJC,64.65,75.46
138.2.232.216,2603:c024:c00d:b366:b18a:f339:a385:d71a,8443,2.29,US,SJC,63.31,69.07
20.98.89.51,20.98.89.51,443,2.27,US,SEA,73.21,91.8
134.195.211.13,2607:f130:0:18d::ccc5:99f2,443,2.25,US,LAX,66.08,92.01
35.230.79.26,35.212.202.96,443,2.25,US,SEA,70.66,91.4
141.148.93.235,141.148.93.235,443,2.24,US,IAD,16.22,21.44
154.17.225.73,2605:52c0:1:540:5806:9eff:feda:53a,443,2.22,US,LAX,64.64,79.23
192.3.176.120,192.3.176.120,8443,2.22,US,BUF,28.25,82.66
27.50.49.117,74.249.78.162,2053,2.19,US,IAD,5.78,11.31
107.150.25.185,107.150.25.185,443,2.14,US,LAX,65.89,77.52
91.149.239.122,91.149.239.122,443,2.13,US,LAX,66.92,71.34
205.185.121.54,205.185.121.54,443,2.07,US,LAS,66.3,67.78
107.174.253.219,2a09:bac1:7680:28::4d0:49,2096,2.06,US,SJC,70.17,92.59
91.124.127.79,74.249.78.162,8443,2.04,US,LIS,84.4,87.29
142.252.220.80,2606:2040:140:ea:be24:11ff:feef:a5f6,443,2.0,US,MIA,29.8,91.38
5.78.78.178,2a01:4ff:1f0:9863::1,8443,1.93,US,PDX,72.93,81.48
72.18.132.149,72.18.132.149,8443,1.93,US,DEN,71.04,123.9
45.202.113.161,74.249.78.162,2083,1.93,US,LIS,84.4,91.94
193.233.87.116,2606:2040:1000:7:be24:11ff:feb9:bb69,443,1.89,US,DFW,33.84,41.36
141.148.187.195,141.148.187.195,443,1.88,US,LAX,55.68,78.09
173.255.220.72,2600:3c01::2000:b0ff:fe3d:3ff0,2053,1.85,US,SJC,68.0,72.84
193.46.217.233,2a0d:6c2:6:666::,8443,1.85,US,SJC,77.24,118.63
205.172.57.27,205.172.57.27,443,1.84,US,EWR,13.18,24.54
172.245.156.126,172.245.156.126,8443,1.83,US,YYZ,28.24,130.9
198.46.144.41,198.46.144.41,443,1.79,US,LAX,63.42,87.85
3.137.145.231,3.137.145.231,443,1.73,US,CMH,26.11,32.74
31.58.50.202,2a13:7c00:3:13:f816:3eff:fe83:14c2,443,1.71,US,SJC,105.77,82.2
104.234.50.53,104.234.50.53,443,1.69,US,IAD,6.73,21.68
45.66.249.36,45.66.249.36,443,1.69,US,LAX,72.03,75.24
185.204.54.203,185.204.54.203,443,1.66,US,EWR,12.01,22.21
192.210.133.140,192.210.133.140,443,1.65,US,BUF,27.71,83.52
23.94.122.46,2001:470:66:2ab::2,8443,1.64,US,SJC,74.07,105.55
31.59.136.123,31.59.136.123,2053,1.62,US,LAX,67.03,107.46
23.94.194.181,23.94.194.181,443,1.62,US,ORD,27.25,45.28
64.186.230.135,2605:52c0:2:1c51:be24:11ff:febb:ba04,2053,1.62,US,LAX,59.67,72.52
107.172.87.42,107.172.87.42,8443,1.61,US,SJC,69.06,92.59
94.183.185.151,2a13:7c00:3:20:f816:3eff:fe97:3bf8,443,1.61,US,SJC,73.76,79.21
5.10.215.26,74.249.78.162,2053,1.61,US,IAD,10.49,21.61
91.124.127.79,74.249.78.162,2087,1.6,US,LIS,84.54,86.94
96.44.149.15,2607:9d00:2000:60::f32:3721,8443,1.6,US,LAX,68.74,116.31
165.140.216.140,2001:470:2be:1:20c:29ff:feda:b6eb,8443,1.6,US,SJC,79.71,91.06
23.95.34.158,23.95.34.158,8443,1.59,US,LAX,69.4,79.49
173.255.220.72,2600:3c01::2000:b0ff:fe3d:3ff0,2083,1.58,US,SJC,64.93,94.96
45.8.157.80,2a0c:dd80:3000::19,443,1.58,US,EWR,12.36,25.76
77.110.109.228,77.110.109.228,443,1.57,US,ATL,19.32,41.39
192.227.138.249,192.227.138.249,8443,1.57,US,DFW,60.62,48.36
107.172.180.151,2a09:bac5:cad4:1d37::2e9:100,443,1.57,US,SEA,76.98,83.02
69.63.193.113,69.63.193.113,443,1.54,US,LAX,62.42,77.04
35.209.115.172,35.209.115.172,443,1.52,US,ORD,30.1,60.12
209.141.56.242,209.141.56.242,443,1.49,US,LAS,118.11,80.24
31.56.229.26,31.56.229.26,2053,1.49,US,MCI,35.33,67.43
141.148.161.95,141.148.161.95,443,1.46,US,LAX,53.5,103.32
94.183.233.236,94.183.233.236,2053,1.44,US,MCI,40.91,47.12
5.10.215.26,74.249.78.162,2087,1.42,US,IAD,6.54,23.47
45.137.213.149,45.137.213.149,2053,1.41,US,DFW,36.99,63.43
154.53.57.71,2605:a141:2291:3220::1,443,1.39,US,SEA,71.97,87.55
74.48.12.170,2607:f130:0:14e::a0b4:62ff,443,1.37,US,LAX,68.82,88.23
23.95.88.103,23.95.88.103,443,1.35,US,SJC,75.38,101.37
216.128.140.218,2001:19f0:6402:22:5400:5ff:fe5e:e565,443,1.34,US,DFW,30.39,45.15
35.247.124.181,34.53.117.84,443,1.34,US,SEA,69.19,90.01
