IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
178.17.50.75,2a0b:4141:820:8a2::2,443,3.09,DE,FRA,89.05,99.35
163.5.187.49,163.5.187.49,2053,3.09,DE,FRA,90.46,98.22
148.253.210.44,2a13:d200:5:1e::1,443,3.08,DE,FRA,100.21,138.87
5.187.5.27,2a02:6b40:2000:4c1::1,443,3.08,DE,FRA,103.21,125.58
92.119.90.67,92.119.90.67,8443,3.08,DE,FRA,88.81,105.62
135.125.238.202,135.125.238.202,8443,3.07,DE,FRA,99.66,96.39
152.53.227.90,152.53.227.90,8443,3.06,DE,FRA,94.13,111.41
91.107.255.196,91.107.255.196,443,3.05,DE,FRA,93.42,104.03
185.191.118.58,185.191.118.58,443,3.04,DE,FRA,89.75,93.66
152.53.139.34,152.53.139.34,8443,3.02,DE,FRA,98.9,108.95
37.120.190.125,37.120.190.125,443,3.01,DE,FRA,99.73,114.15
159.69.92.30,2a01:4f8:c2c:6bdd::1,443,3.0,DE,FRA,94.43,106.47
152.53.14.60,152.53.14.60,443,3.0,DE,FRA,92.09,103.39
89.58.40.232,89.58.40.232,443,2.99,DE,FRA,99.3,111.99
152.53.141.186,152.53.141.186,443,2.99,DE,FRA,106.56,110.38
37.120.190.125,37.120.190.125,8443,2.99,DE,FRA,102.04,108.29
167.17.176.250,167.17.176.250,443,2.98,DE,FRA,90.69,113.01
103.7.55.188,103.7.55.188,443,2.95,DE,MXP,93.41,111.16
94.141.123.231,94.141.123.231,443,2.92,DE,FRA,94.36,116.71
91.199.118.151,91.199.118.151,8443,2.92,DE,FRA,89.81,106.27
94.16.115.17,94.16.115.17,8443,2.92,DE,FRA,102.45,126.25
5.182.87.234,2a0b:4140:b237::2,8443,2.9,DE,FRA,97.61,101.71
49.13.64.206,49.13.64.206,443,2.9,DE,FRA,97.38,109.6
51.89.23.69,51.89.23.69,8443,2.88,DE,FRA,90.52,97.19
139.162.180.28,2a01:7e01::2000:d2ff:fe86:aadc,443,2.88,DE,FRA,91.05,99.63
87.251.88.215,87.251.88.215,443,2.87,DE,FRA,92.79,107.78
152.53.117.226,152.53.117.226,8443,2.86,DE,FRA,93.59,122.08
108.165.236.245,108.165.236.245,443,2.81,DE,FRA,92.57,108.14
77.221.157.251,2a01:e5c0:59f9::2,2096,2.81,DE,FRA,97.13,98.4
152.53.14.169,152.53.14.169,443,2.78,DE,FRA,93.52,103.62
194.76.173.106,194.76.173.106,2053,2.78,DE,FRA,107.81,102.75
77.110.96.220,77.110.96.220,443,2.77,DE,FRA,117.81,180.4
176.96.137.96,176.96.137.96,2053,2.76,DE,FRA,88.2,95.11
164.92.132.232,164.92.132.232,8443,2.76,DE,FRA,93.59,109.04
37.120.165.33,37.120.165.33,8443,2.74,DE,FRA,107.78,116.0
37.221.197.112,37.221.197.112,443,2.73,DE,FRA,100.01,124.24
45.43.89.236,45.43.89.236,443,2.72,DE,FRA,87.67,102.92
94.156.170.150,94.156.170.150,443,2.72,DE,FRA,89.76,108.39
152.53.178.240,152.53.178.240,8443,2.72,DE,FRA,96.71,105.59
57.129.47.19,57.129.47.19,2053,2.72,DE,FRA,90.62,107.54
31.172.77.201,31.172.77.201,443,2.71,DE,FRA,87.66,133.13
89.168.68.57,89.168.68.57,2053,2.7,DE,FRA,87.47,97.93
78.47.136.145,78.47.136.145,2053,2.69,DE,FRA,90.39,107.12
92.51.37.214,92.51.37.214,443,2.69,DE,AMS,94.65,185.04
45.154.207.101,45.154.207.101,443,2.68,DE,FRA,91.22,398.82
94.159.104.23,2a0b:4142:790::2,8443,2.68,DE,FRA,100.27,102.57
85.28.47.32,85.28.47.32,443,2.68,DE,FRA,89.84,96.25
164.92.132.232,164.92.132.232,2053,2.68,DE,FRA,93.21,128.39
213.165.42.139,2a0b:4140:459b::2,443,2.67,DE,FRA,99.4,107.34
77.221.157.45,77.221.157.45,443,2.67,DE,FRA,93.32,97.09
5.180.82.18,5.180.82.18,443,2.65,DE,FRA,88.5,96.92
113.30.191.181,113.30.191.181,443,2.65,DE,FRA,91.99,112.39
178.17.50.75,2a0b:4141:820:8a2::2,8443,2.65,DE,FRA,89.08,102.89
152.53.138.238,152.53.138.238,8443,2.64,DE,FRA,96.9,123.04
167.235.149.67,167.235.149.67,443,2.64,DE,FRA,94.94,105.46
51.89.22.118,51.89.22.118,8443,2.64,DE,FRA,94.53,106.76
91.107.158.77,91.107.158.77,443,2.62,DE,FRA,100.97,101.48
194.87.148.188,194.87.148.188,443,2.6,DE,FRA,89.92,118.56
83.242.100.121,2a13:7e40:5:5165::1,443,2.6,DE,FRA,97.9,106.14
147.45.197.21,147.45.197.21,2053,2.59,DE,FRA,112.98,97.36
150.241.123.57,150.241.123.57,443,2.57,DE,FRA,92.3,101.12
176.96.137.96,176.96.137.96,443,2.57,DE,FRA,88.4,96.85
178.17.49.219,2a0b:4141:820:c96::2,443,2.56,DE,FRA,95.2,113.58
103.7.55.147,103.7.55.147,8443,2.55,DE,FRA,91.82,110.76
57.129.47.19,57.129.47.19,8443,2.55,DE,FRA,91.24,110.24
194.247.187.92,194.247.187.92,443,2.54,DE,MXP,97.58,120.78
194.34.238.239,194.34.238.239,443,2.54,DE,MXP,92.59,157.31
77.221.157.251,2a01:e5c0:59f9::2,2053,2.53,DE,FRA,92.02,94.12
57.129.63.37,57.129.63.37,8443,2.52,DE,FRA,93.25,99.8
78.46.234.136,2a01:4f8:1c0c:6d27::1,2087,2.52,DE,FRA,91.98,105.35
130.61.12.163,130.61.12.163,443,2.51,DE,FRA,87.56,92.64
89.169.9.126,89.169.9.126,8443,2.49,DE,FRA,91.0,129.45
62.60.216.36,2a01:e5c0:5323::2,443,2.49,DE,FRA,89.27,94.78
92.246.136.38,2a0b:4140:4cc8::2,443,2.48,DE,FRA,95.45,107.41
91.107.171.251,2a01:4f8:1c17:c311::1,443,2.48,DE,FRA,95.53,116.25
46.4.230.8,46.4.230.8,443,2.47,DE,FRA,95.44,115.61
193.37.70.3,193.37.70.3,8443,2.46,DE,FRA,95.33,115.89
88.198.82.158,178.63.88.12,443,2.46,DE,FRA,93.5,113.77
213.165.42.139,2a0b:4140:459b::2,8443,2.44,DE,FRA,106.6,99.65
77.221.157.251,2a01:e5c0:59f9::2,2087,2.43,DE,FRA,95.52,100.7
138.226.236.46,138.226.236.46,443,2.43,DE,FRA,98.14,135.96
94.125.101.103,94.125.101.103,443,2.42,DE,FRA,89.25,100.94
91.107.185.122,91.107.185.122,443,2.42,DE,FRA,96.32,108.57
172.236.220.250,2600:3c17::2000:65ff:fe07:e99b,443,2.42,DE,FRA,94.13,97.68
51.195.101.75,51.195.101.75,8443,2.4,DE,FRA,93.26,109.43
91.107.158.211,2a01:4f8:1c1c:e734::1,8443,2.4,DE,FRA,94.02,103.59
18.184.27.249,18.184.55.249,443,2.4,DE,FRA,91.95,102.27
5.39.249.167,5.39.249.167,443,2.4,DE,FRA,98.13,111.7
192.248.183.18,192.248.183.18,443,2.39,DE,FRA,93.4,95.58
139.162.180.28,2a01:7e01::2000:d2ff:fe86:aadc,8443,2.39,DE,FRA,93.74,100.17
37.120.185.55,37.120.185.55,8443,2.37,DE,FRA,101.09,111.29
185.121.134.110,185.121.134.110,443,2.36,DE,FRA,87.61,122.83
78.46.234.136,2a01:4f8:1c0c:6d27::1,2053,2.36,DE,FRA,96.96,109.69
91.199.118.151,91.199.118.151,2053,2.35,DE,FRA,89.55,107.47
149.104.110.97,149.104.110.97,443,2.35,DE,FRA,89.19,136.39
89.168.68.57,89.168.68.57,8443,2.35,DE,FRA,88.32,99.12
176.96.137.80,176.96.137.80,443,2.34,DE,FRA,98.29,106.63
18.199.97.136,18.199.97.136,443,2.34,DE,FRA,93.39,97.35
94.159.106.20,94.159.106.20,443,2.33,DE,FRA,96.76,105.56
45.145.40.47,45.145.40.47,2096,2.32,DE,FRA,90.96,97.51
193.23.218.192,193.23.218.192,2053,2.32,DE,FRA,87.31,122.4
193.23.219.31,193.23.219.31,443,2.31,DE,FRA,87.32,94.67
185.68.184.15,185.68.184.15,443,2.3,DE,FRA,102.48,104.47
150.241.76.155,150.241.76.155,8443,2.3,DE,FRA,93.42,102.17
91.132.160.141,2a12:bec4:1bb0:32c::2,443,2.29,DE,FRA,99.84,100.13
152.53.136.205,152.53.136.205,443,2.26,DE,FRA,95.86,131.42
5.9.195.229,5.9.195.229,443,2.26,DE,FRA,93.75,113.66
64.188.64.147,64.188.64.147,443,2.25,DE,FRA,93.14,106.27
152.53.119.132,152.53.119.132,8443,2.23,DE,FRA,119.71,108.08
162.19.158.37,162.19.158.37,8443,2.22,DE,FRA,91.55,98.48
152.53.15.120,152.53.15.120,8443,2.22,DE,FRA,94.57,145.03
195.133.44.199,195.133.44.199,443,2.22,DE,FRA,89.28,99.84
152.53.15.96,152.53.15.96,443,2.22,DE,FRA,94.36,104.37
162.19.243.8,162.19.243.8,8443,2.21,DE,FRA,92.82,102.2
162.19.243.8,162.19.243.8,2053,2.21,DE,FRA,92.5,103.88
88.198.82.147,178.63.88.12,443,2.2,DE,FRA,100.27,102.67
5.61.41.196,5.61.41.196,8443,2.2,DE,FRA,95.0,109.32
77.90.33.223,77.90.33.223,443,2.2,DE,FRA,93.02,119.86
116.203.252.143,2a01:4f8:c012:c3ee::1,443,2.18,DE,FRA,93.07,109.29
57.129.63.160,57.129.63.160,2053,2.17,DE,FRA,90.33,98.28
45.147.248.115,45.147.248.115,443,2.17,DE,FRA,93.71,101.97
194.99.20.245,194.99.20.245,443,2.17,DE,FRA,96.65,98.38
66.151.40.32,66.151.40.32,443,2.16,DE,FRA,95.88,132.77
46.225.77.98,2a01:4f8:1c19:604b::1,443,2.15,DE,FRA,97.56,105.15
49.12.237.71,49.12.237.71,443,2.15,DE,FRA,95.55,129.84
77.91.76.110,77.91.76.110,443,2.15,DE,FRA,105.54,101.06
51.195.37.32,2001:41d0:701:1100::a2ca,443,2.14,DE,FRA,93.86,97.14
194.180.188.184,194.180.188.184,443,2.14,DE,FRA,94.38,107.3
194.195.240.213,2a01:7e01::f03c:93ff:fee1:6c82,443,2.14,DE,FRA,91.39,101.59
193.37.70.63,193.37.70.63,443,2.14,DE,FRA,100.1,121.07
45.135.165.245,45.135.165.245,443,2.13,DE,FRA,89.03,103.95
82.21.117.137,82.21.117.137,443,2.13,DE,MXP,91.32,126.88
57.129.47.59,57.129.47.59,8443,2.12,DE,FRA,93.82,116.61
89.169.9.177,89.169.9.177,2053,2.12,DE,FRA,91.76,111.85
193.233.134.77,193.233.134.77,443,2.12,DE,FRA,89.13,103.62
94.16.113.94,94.16.113.94,443,2.12,DE,FRA,102.13,113.54
94.16.113.94,94.16.113.94,8443,2.11,DE,HAM,102.72,135.91
188.34.203.55,2a01:4f8:1c1f:9cad::1,443,2.1,DE,FRA,91.14,107.72
91.186.212.228,91.186.212.228,443,2.1,DE,FRA,113.16,189.07
152.53.227.156,152.53.227.156,8443,2.1,DE,FRA,101.41,101.38
79.137.204.22,79.137.204.22,443,2.09,DE,FRA,128.89,106.21
79.137.207.149,79.137.207.149,443,2.09,DE,FRA,100.32,104.52
217.61.0.97,217.61.0.97,443,2.09,DE,FRA,103.18,121.58
178.17.48.170,2a0b:4141:820:663::2,443,2.07,DE,FRA,94.8,111.2
138.3.254.178,138.3.254.178,443,2.05,DE,FRA,102.09,104.27
77.221.148.189,77.221.148.189,443,2.04,DE,FRA,100.76,134.03
213.176.114.65,2a0b:4140:b803::2,443,2.04,DE,FRA,92.08,95.78
89.169.35.91,89.169.35.91,8443,2.02,DE,FRA,120.45,185.73
46.232.250.99,46.232.250.99,8443,2.02,DE,FRA,96.13,123.93
94.156.179.217,94.156.179.217,8443,2.02,DE,FRA,90.54,95.65
87.106.162.236,2a01:239:46a:fa00::1,2053,2.02,DE,TXL,108.26,121.82
152.53.15.143,152.53.15.143,8443,2.01,DE,FRA,94.56,106.38
213.21.246.154,213.21.246.154,443,2.0,DE,FRA,119.05,187.49
37.221.125.94,37.221.125.94,2053,2.0,DE,FRA,95.81,120.82
130.61.187.66,130.61.187.66,443,1.99,DE,FRA,90.62,94.55
89.169.35.91,89.169.35.91,2053,1.98,DE,FRA,125.13,175.78
94.16.113.166,94.16.113.166,8443,1.97,DE,HAM,102.39,135.96
194.164.234.88,194.164.234.88,443,1.97,DE,MXP,91.7,119.67
91.199.118.151,91.199.118.151,443,1.96,DE,FRA,95.21,115.01
185.244.40.219,185.244.40.219,443,1.95,DE,MXP,90.71,132.06
193.124.92.58,193.124.92.58,443,1.94,DE,FRA,90.94,101.13
45.149.235.55,45.149.235.55,443,1.93,DE,FRA,100.2,121.74
89.22.231.222,89.22.231.222,443,1.92,DE,FRA,119.85,169.67
5.182.87.234,2a0b:4140:b237::2,443,1.89,DE,FRA,99.3,103.87
57.129.63.154,57.129.63.154,2053,1.89,DE,FRA,103.55,96.89
212.113.103.168,212.113.103.168,443,1.89,DE,FRA,116.58,185.75
152.53.15.96,152.53.15.96,8443,1.89,DE,FRA,98.94,102.36
5.187.4.45,2a02:6b40:2000:288::1,443,1.88,DE,FRA,90.1,101.41
80.244.13.113,23.137.4.21,443,1.87,DE,FRA,192.85,203.04
5.187.7.220,5.187.7.220,443,1.86,DE,FRA,98.22,94.09
152.53.224.193,152.53.224.193,8443,1.86,DE,FRA,96.95,108.42
57.129.15.33,57.129.15.33,2053,1.85,DE,FRA,91.74,99.35
87.106.162.236,2a01:239:46a:fa00::1,2087,1.85,DE,TXL,104.46,128.45
49.13.38.113,91.99.20.53,443,1.84,DE,FRA,95.85,121.33
94.228.161.238,94.228.161.238,443,1.81,DE,FRA,97.12,99.84
164.90.209.253,164.90.209.253,8443,1.8,DE,FRA,98.37,102.33
95.85.233.82,2a0b:4141:820:eff::2,443,1.79,DE,FRA,112.97,106.98
89.40.117.130,89.40.117.130,443,1.79,DE,FRA,96.13,95.72
91.107.155.13,91.107.155.13,8443,1.77,DE,FRA,95.15,101.79
57.129.63.145,57.129.63.145,8443,1.76,DE,FRA,93.53,101.86
78.47.146.151,78.47.146.151,443,1.75,DE,FRA,95.32,103.03
57.129.47.29,2001:41d0:701:1100::a1f2,8443,1.74,DE,FRA,96.6,96.24
5.75.205.83,2a01:4f8:1c1b:29e4::1,443,1.74,DE,FRA,99.67,117.07
91.107.185.122,91.107.185.122,2096,1.74,DE,FRA,95.45,105.87
212.224.93.171,212.224.93.171,443,1.73,DE,FRA,89.55,95.86
93.152.217.80,93.152.217.80,443,1.73,DE,FRA,118.03,127.48
57.129.63.155,57.129.63.155,2053,1.72,DE,FRA,91.11,100.03
135.125.191.9,135.125.191.9,443,1.71,DE,FRA,96.69,106.19
129.212.254.251,165.232.77.39,2096,1.71,DE,FRA,102.76,124.77
85.159.226.183,85.159.226.183,2053,1.71,DE,FRA,91.82,99.47
94.156.170.150,94.156.170.150,8443,1.7,DE,FRA,88.65,107.33
202.61.196.15,2a03:4000:59:e7f:980a:12ff:fe8d:92b2,443,1.69,DE,FRA,102.62,116.21
91.107.155.13,91.107.155.13,443,1.68,DE,FRA,94.81,110.04
5.61.41.196,5.61.41.196,2053,1.68,DE,FRA,94.36,158.31
57.129.47.72,57.129.47.72,8443,1.68,DE,FRA,92.84,112.93
57.129.63.154,57.129.63.154,8443,1.68,DE,FRA,91.07,97.19
57.129.63.133,57.129.63.133,8443,1.68,DE,FRA,92.08,96.49
202.61.195.156,2a03:4000:58:a7f:9408:8bff:fe24:2c06,443,1.68,DE,HAM,99.82,130.97
31.192.237.42,31.192.237.42,443,1.67,DE,FRA,87.48,120.35
150.241.76.155,150.241.76.155,2053,1.67,DE,FRA,95.63,102.92
193.124.92.170,193.124.92.170,443,1.66,DE,FRA,94.82,156.1
77.91.76.110,77.91.76.110,8443,1.66,DE,FRA,96.1,102.16
57.129.47.58,57.129.47.58,2053,1.66,DE,FRA,90.9,100.42
164.90.209.253,164.90.209.253,2053,1.64,DE,FRA,107.35,149.93
87.106.162.236,2a01:239:46a:fa00::1,2096,1.64,DE,TXL,105.23,121.96
185.103.253.187,185.103.253.187,443,1.63,DE,FRA,87.68,98.0
91.99.205.154,2a01:4f8:1c1e:75dd::1,443,1.63,DE,FRA,90.97,106.64
91.107.250.153,91.107.250.153,8443,1.62,DE,FRA,91.28,104.29
91.107.149.242,2a01:4f8:1c1b:2074::1,8443,1.61,DE,FRA,95.21,111.62
92.42.96.183,92.42.96.183,443,1.61,DE,FRA,89.72,100.06
45.43.88.114,45.43.88.114,8443,1.6,DE,FRA,87.9,139.83
89.169.9.126,89.169.9.126,443,1.6,DE,FRA,90.4,160.52
51.195.43.105,51.195.43.105,443,1.6,DE,FRA,90.36,108.26
104.152.49.249,104.152.49.249,443,1.59,DE,FRA,99.05,114.68
80.76.32.12,80.76.32.12,443,1.59,DE,FRA,91.1,95.8
193.23.218.192,2a12:bec4:1bb0:57e::2,443,1.59,DE,FRA,87.46,120.17
94.159.99.172,94.159.99.172,443,1.59,DE,FRA,97.51,101.25
31.192.237.186,31.192.237.186,8443,1.58,DE,FRA,87.76,135.14
77.110.117.9,2a0f:cdc6:500:1d0c::2,443,1.58,DE,FRA,97.72,113.79
89.58.35.62,89.58.35.62,8443,1.57,DE,FRA,103.32,109.96
51.38.98.202,51.38.98.202,443,1.57,DE,FRA,91.01,100.38
2.27.20.86,2.27.20.86,443,1.57,DE,FRA,88.97,93.42
152.53.137.145,152.53.137.145,443,1.56,DE,FRA,95.11,109.05
91.107.251.113,91.107.251.113,8443,1.56,DE,FRA,96.14,101.93
89.169.9.177,89.169.9.177,8443,1.56,DE,FRA,91.34,113.85
31.172.77.85,2a02:6b40:2000:107e::1,443,1.55,DE,FRA,89.85,101.45
92.118.9.85,92.118.9.85,443,1.55,DE,FRA,91.82,95.96
37.120.185.55,37.120.185.55,443,1.55,DE,FRA,111.87,110.72
194.76.173.6,194.76.173.6,2053,1.55,DE,FRA,103.02,103.77
94.156.179.217,94.156.179.217,443,1.54,DE,FRA,87.8,94.87
91.107.250.153,91.107.250.153,443,1.53,DE,FRA,91.76,113.45
162.19.158.37,162.19.158.37,2053,1.53,DE,FRA,90.43,99.61
109.120.134.133,109.120.134.133,443,1.52,DE,FRA,113.06,160.32
78.47.136.145,78.47.136.145,8443,1.51,DE,FRA,90.41,107.18
37.46.18.19,37.46.18.19,443,1.51,DE,FRA,108.42,129.83
91.107.148.154,91.107.148.154,443,1.51,DE,FRA,109.25,113.96
194.180.188.241,194.180.188.241,443,1.5,DE,FRA,93.33,119.16
193.26.158.64,193.26.158.64,2053,1.5,DE,FRA,95.5,100.47
45.43.88.219,45.43.88.219,443,1.49,DE,FRA,97.16,98.29
139.162.176.163,2a01:7e01::f03c:94ff:fe5c:42bc,443,1.49,DE,FRA,89.7,96.28
64.188.72.76,64.188.72.76,443,1.49,DE,FRA,102.11,113.03
95.179.250.68,2001:19f0:6c01:14eb:5400:4ff:fe00:405,443,1.49,DE,FRA,89.3,97.9
152.53.153.86,152.53.153.86,443,1.49,DE,FRA,95.68,108.64
104.248.17.101,104.248.17.101,443,1.48,DE,FRA,105.22,100.05
157.230.28.94,2a03:b0c0:3:d0::1655:7001,8443,1.48,DE,FRA,92.04,105.27
217.60.245.147,217.60.245.147,443,1.48,DE,FRA,96.9,120.09
147.45.197.21,147.45.197.21,8443,1.48,DE,FRA,94.51,100.37
152.114.192.17,152.114.192.17,443,1.46,DE,FRA,117.79,137.38
193.26.158.223,193.26.158.223,443,1.45,DE,FRA,92.72,103.98
92.246.139.190,92.246.139.190,2053,1.45,DE,FRA,100.77,123.42
92.246.139.190,92.246.139.190,8443,1.45,DE,FRA,100.6,121.87
109.69.58.221,109.69.58.221,443,1.44,DE,FRA,94.43,100.13
91.107.158.77,91.107.158.77,8443,1.44,DE,FRA,105.64,100.31
178.250.187.110,2a0f:cdc6:500:eb9::2,443,1.44,DE,FRA,97.47,113.95
57.129.63.155,57.129.63.155,8443,1.43,DE,FRA,91.01,97.58
81.200.155.118,81.200.155.118,443,1.43,DE,AMS,99.16,193.79
91.99.63.241,91.99.63.241,443,1.42,DE,FRA,91.33,111.97
152.53.226.220,152.53.226.220,8443,1.42,DE,FRA,95.59,105.98
152.53.137.142,152.53.137.142,443,1.41,DE,FRA,94.79,109.52
85.193.95.23,85.193.95.23,8443,1.41,DE,AMS,99.01,175.39
166.1.36.83,166.1.36.83,443,1.41,DE,FRA,191.6,208.12
57.129.63.145,57.129.63.145,2053,1.4,DE,FRA,93.56,106.17
193.37.70.3,193.37.70.3,443,1.4,DE,FRA,99.93,119.3
152.53.138.139,152.53.138.139,443,1.4,DE,FRA,93.95,147.9
213.226.71.39,213.226.71.39,443,1.4,DE,FRA,90.62,391.64
57.129.63.133,57.129.63.133,2053,1.4,DE,FRA,91.19,100.41
109.69.58.188,109.69.58.188,443,1.39,DE,FRA,90.45,133.86
152.53.12.245,152.53.12.245,443,1.39,DE,FRA,94.62,130.78
135.125.238.202,135.125.238.202,2053,1.39,DE,FRA,93.43,97.91
167.172.182.52,167.172.182.52,443,1.38,DE,FRA,108.4,95.81
88.198.82.149,178.63.88.12,443,1.37,DE,FRA,94.35,116.97
45.43.88.232,45.43.88.232,443,1.37,DE,FRA,88.62,105.26
57.129.47.4,2001:41d0:701:1100::a1ed,8443,1.36,DE,FRA,91.53,102.05
91.186.212.246,91.186.212.246,443,1.36,DE,FRA,117.38,198.73
51.195.101.75,51.195.101.75,2053,1.36,DE,FRA,92.34,112.59
109.120.185.37,109.120.185.37,443,1.36,DE,FRA,138.5,147.89
195.133.94.9,195.133.94.9,443,1.35,DE,FRA,96.92,104.35
152.53.117.32,152.53.117.32,8443,1.35,DE,FRA,94.12,107.66
95.164.123.12,2a12:bec4:1460:236::2,443,1.34,DE,FRA,103.17,122.15
37.221.198.193,37.221.198.193,8443,1.34,DE,FRA,100.28,119.77
152.53.15.143,152.53.15.143,443,1.34,DE,FRA,94.24,110.32
185.121.134.110,2605:e440:1::1:8c,8443,1.33,DE,FRA,89.61,133.97
213.108.198.56,2a14:1b84:3000::89,443,1.33,DE,FRA,91.11,117.64
193.168.201.18,193.168.201.18,443,1.32,DE,FRA,98.86,97.27
152.114.192.69,152.114.192.69,443,1.32,DE,MXP,92.54,140.98
57.129.47.58,57.129.47.58,8443,1.31,DE,FRA,92.94,101.85
91.108.243.39,2a0a:6044:6200:93::2,443,1.31,DE,FRA,100.87,147.29
57.129.63.160,57.129.63.160,8443,1.3,DE,FRA,90.28,97.38
193.23.218.192,2a12:bec4:1bb0:57e::2,8443,1.29,DE,FRA,87.42,121.14
91.98.92.244,2a01:4f8:c012:c727::1,2053,1.29,DE,FRA,93.82,115.88
45.145.40.53,45.145.40.53,2096,1.28,DE,FRA,87.23,93.86
103.7.55.147,103.7.55.147,443,1.28,DE,FRA,94.71,108.36
150.241.113.101,150.241.113.101,2053,1.28,DE,FRA,95.31,113.24
89.22.237.38,89.22.237.38,443,1.27,DE,FRA,110.71,182.36
57.129.47.29,2001:41d0:701:1100::a1f2,2053,1.26,DE,FRA,94.67,97.09
88.198.82.155,178.63.88.12,443,1.26,DE,FRA,109.82,105.72
91.107.251.113,91.107.251.113,443,1.25,DE,FRA,99.15,101.3
77.110.107.199,2a05:541:103:dd::1,443,1.25,DE,FRA,96.88,103.75
87.120.205.15,2a0b:4141:820:831::2,443,1.25,DE,FRA,101.06,116.37
35.156.76.43,35.156.76.43,8443,1.24,DE,FRA,116.34,94.93
57.129.63.37,57.129.63.37,2053,1.24,DE,FRA,98.79,98.34
195.133.193.94,2605:e440:1::1:bd,443,1.23,DE,FRA,95.2,115.4
37.1.194.178,37.1.194.178,2053,1.23,DE,FRA,100.01,108.12
45.9.116.82,45.9.116.82,8443,1.23,DE,FRA,95.63,107.91
152.53.117.226,152.53.117.226,443,1.23,DE,FRA,93.76,111.22
193.26.158.223,193.26.158.223,8443,1.22,DE,HAM,95.45,122.06
152.53.12.245,152.53.12.245,8443,1.22,DE,FRA,98.12,111.72
195.133.83.230,2605:e440:1::1:62,443,1.22,DE,FRA,87.81,100.24
172.86.95.236,172.86.95.236,443,1.21,DE,FRA,95.16,112.26
46.232.250.99,46.232.250.99,443,1.21,DE,FRA,97.19,132.71
185.125.102.120,185.125.102.120,443,1.21,DE,FRA,90.24,103.03
57.129.47.72,57.129.47.72,2053,1.19,DE,FRA,95.87,129.07
95.164.123.31,95.164.123.31,2053,1.19,DE,FRA,89.42,98.97
152.53.15.120,152.53.15.120,443,1.19,DE,FRA,94.21,142.11
31.172.73.59,31.172.73.59,443,1.18,DE,FRA,90.19,97.18
152.53.119.132,152.53.119.132,443,1.18,DE,FRA,106.39,100.85
37.221.198.193,37.221.198.193,443,1.18,DE,FRA,101.35,128.27
212.52.1.143,212.52.1.143,443,1.18,DE,FRA,94.59,101.64
89.169.6.69,89.169.6.69,443,1.17,DE,FRA,92.75,102.09
193.163.85.50,193.163.85.50,2053,1.16,DE,FRA,91.36,135.04
45.43.88.114,45.43.88.114,443,1.16,DE,FRA,88.16,98.71
47.245.131.215,47.245.131.215,443,1.14,DE,FRA,90.21,115.82
195.90.220.254,195.90.220.254,443,1.13,DE,FRA,105.56,100.2
93.127.222.58,2607:ff68:12:5::3b83:4aed,443,1.13,DE,FRA,92.87,136.83
163.5.187.118,163.5.187.118,2053,1.11,DE,FRA,102.63,98.37
88.198.82.152,178.63.88.12,443,1.11,DE,FRA,96.38,107.65
159.89.10.241,159.89.10.241,443,1.11,DE,FRA,94.07,110.11
47.245.131.215,47.245.131.215,8443,1.1,DE,FRA,89.51,120.42
64.188.68.11,2a12:bec4:1bb0:bbe::2,443,1.1,DE,FRA,88.41,126.09
168.119.147.252,168.119.147.252,443,1.07,DE,FRA,95.38,111.16
77.90.63.208,77.90.63.208,443,1.05,DE,AMS,94.16,111.46
88.99.252.146,88.99.252.146,443,1.05,DE,FRA,93.44,157.11
91.107.148.154,91.107.148.154,8443,1.05,DE,FRA,92.07,101.59
91.107.147.191,91.107.147.191,8443,1.05,DE,FRA,90.82,104.18
37.1.194.178,37.1.194.178,8443,1.04,DE,FRA,96.42,114.74
5.61.47.9,5.61.47.9,443,1.04,DE,FRA,91.68,109.07
213.108.198.116,213.108.198.116,443,1.03,DE,FRA,88.16,99.34
5.178.106.183,5.178.106.183,2053,1.03,DE,FRA,102.38,104.72
91.107.147.191,91.107.147.191,2053,1.03,DE,FRA,90.61,102.67
45.145.40.53,45.145.40.53,2087,1.02,DE,FRA,91.38,90.3
193.26.158.64,193.26.158.64,8443,1.02,DE,HAM,96.48,144.74
132.226.197.103,132.226.197.103,443,1.01,DE,FRA,90.96,90.9
193.180.209.21,2a0f:f01:207:116::,443,3.28,DK,CPH,101.12,132.62
92.113.149.70,2a0f:f01:206:547::,443,1.59,DK,CPH,100.12,134.48
5.101.180.125,5.101.180.125,8443,8.84,EE,TLL,117.62,128.71
5.101.180.125,5.101.180.125,2053,8.59,EE,TLL,119.14,129.99
159.253.19.122,2a03:f480:1:3::c,8443,6.08,EE,TLL,211.16,131.72
176.97.74.41,176.97.74.41,8443,4.96,EE,TLL,109.27,136.89
176.97.74.41,176.97.74.41,2053,3.73,EE,TLL,108.9,145.86
172.233.97.34,2a01:7e02::f03c:95ff:fea8:4f,443,8.85,ES,MAD,102.38,130.75
212.227.90.142,212.227.90.142,443,6.64,ES,MAD,82.11,106.86
94.131.117.210,94.131.117.210,443,5.18,ES,MAD,113.8,138.01
34.175.202.195,34.175.202.195,443,4.42,ES,MAD,80.07,93.71
45.38.143.130,45.38.143.130,443,9.67,FI,ARN,126.04,147.1
217.60.62.18,217.60.62.18,443,9.64,FI,ARN,173.75,182.56
194.39.110.17,194.39.110.17,443,9.49,FI,ARN,105.1,180.04
